person_verse_id,reference_id,person_label_id,person_id,person_label,person_label_count,person_verse_sequence,person_verse_notes
MAT 1:1__YHVH_1_123,MAT 1:1,YHVH_1_123,YHVH_1,Jesus,1,34517,
MAT 1:1__YHVH_1_124,MAT 1:1,YHVH_1_124,YHVH_1,The Messiah,1,34518,
MAT 1:1__YHVH_1_125,MAT 1:1,YHVH_1_125,YHVH_1,Son of David,1,34519,
MAT 1:1__YHVH_1_126,MAT 1:1,YHVH_1_126,YHVH_1,Son of Abraham,1,34520,
MAT 1:2__Abram_1_2,MAT 1:2,Abram_1_2,Abram_1,Abraham,1,34521,
MAT 1:2__Isaac_1_1,MAT 1:2,Isaac_1_1,Isaac_1,Isaac,2,34522,
MAT 1:2__Jacob_1_1,MAT 1:2,Jacob_1_1,Jacob_1,Jacob,2,34523,
MAT 1:2__Judah_1_1,MAT 1:2,Judah_1_1,Judah_1,Judah,1,34524,
MAT 1:3__Judah_1_1,MAT 1:3,Judah_1_1,Judah_1,Judah,1,34525,
MAT 1:3__Perez_1_1,MAT 1:3,Perez_1_1,Perez_1,Perez,2,34526,
MAT 1:3__Zerah_3_1,MAT 1:3,Zerah_3_1,Zerah_3,Zerah,1,34527,
MAT 1:3__Tamar_1_1,MAT 1:3,Tamar_1_1,Tamar_1,Tamar,1,34528,
MAT 1:3__Hezron_2_1,MAT 1:3,Hezron_2_1,Hezron_2,Hezron,2,34529,
MAT 1:3__Ram_1_1,MAT 1:3,Ram_1_1,Ram_1,Ram,1,34530,
MAT 1:4__Ram_1_1,MAT 1:4,Ram_1_1,Ram_1,Ram,1,34531,
MAT 1:4__Amminadab_1_1,MAT 1:4,Amminadab_1_1,Amminadab_1,Amminadab,2,34532,
MAT 1:4__Nahshon_1_1,MAT 1:4,Nahshon_1_1,Nahshon_1,Nahshon,2,34533,
MAT 1:4__Salmon_1_1,MAT 1:4,Salmon_1_1,Salmon_1,Salmon,1,34534,
MAT 1:5__Salmon_1_1,MAT 1:5,Salmon_1_1,Salmon_1,Salmon,1,34535,
MAT 1:5__Boaz_1_1,MAT 1:5,Boaz_1_1,Boaz_1,Boaz,2,34536,
MAT 1:5__Rahab_1_1,MAT 1:5,Rahab_1_1,Rahab_1,Rahab,1,34537,
MAT 1:5__Obed_1_1,MAT 1:5,Obed_1_1,Obed_1,Obed,2,34538,
MAT 1:5__Ruth_1_1,MAT 1:5,Ruth_1_1,Ruth_1,Ruth,1,34539,
MAT 1:5__Jesse_1_1,MAT 1:5,Jesse_1_1,Jesse_1,Jesse,1,34540,
MAT 1:6__Jesse_1_1,MAT 1:6,Jesse_1_1,Jesse_1,Jesse,1,34541,
MAT 1:6__David_1_1,MAT 1:6,David_1_1,David_1,David,2,34542,
MAT 1:6__Solomon_1_1,MAT 1:6,Solomon_1_1,Solomon_1,Solomon,1,34543,
MAT 1:6__Bathsheba_1_1,MAT 1:6,Bathsheba_1_1,Bathsheba_1,Bathsheba,1,34544,
MAT 1:6__Uriah_1_1,MAT 1:6,Uriah_1_1,Uriah_1,Uriah,1,34545,the Hittite
MAT 1:7__Solomon_1_1,MAT 1:7,Solomon_1_1,Solomon_1,Solomon,1,34546,
MAT 1:7__Rehoboam_1_1,MAT 1:7,Rehoboam_1_1,Rehoboam_1,Rehoboam,2,34547,
MAT 1:7__Abijam_1_2,MAT 1:7,Abijam_1_2,Abijam_1,Abijah,2,34548,
MAT 1:7__Asa_1_1,MAT 1:7,Asa_1_1,Asa_1,Asa,1,34549,
MAT 1:8__Asa_1_1,MAT 1:8,Asa_1_1,Asa_1,Asa,1,34550,
MAT 1:8__Jehoshaphat_3_1,MAT 1:8,Jehoshaphat_3_1,Jehoshaphat_3,Jehoshaphat,2,34551,
MAT 1:8__Jehoram_1_3,MAT 1:8,Jehoram_1_3,Jehoram_1,Joram,2,34552,"technically, the great-great grandfather of Uzziah"
MAT 1:8__Azariah_3_3,MAT 1:8,Azariah_3_3,Azariah_3,Uzziah,1,34553,
MAT 1:9__Azariah_3_3,MAT 1:9,Azariah_3_3,Azariah_3,Uzziah,1,34554,
MAT 1:9__Jotham_2_1,MAT 1:9,Jotham_2_1,Jotham_2,Jotham,2,34555,
MAT 1:9__Ahaz_1_1,MAT 1:9,Ahaz_1_1,Ahaz_1,Ahaz,2,34556,
MAT 1:9__Hezekiah_1_1,MAT 1:9,Hezekiah_1_1,Hezekiah_1,Hezekiah,1,34557,
MAT 1:10__Hezekiah_1_1,MAT 1:10,Hezekiah_1_1,Hezekiah_1,Hezekiah,1,34558,
MAT 1:10__Manasseh_3_1,MAT 1:10,Manasseh_3_1,Manasseh_3,Manasseh,2,34559,
MAT 1:10__Amon_2_1,MAT 1:10,Amon_2_1,Amon_2,Amon,2,34560,
MAT 1:10__Josiah_1_1,MAT 1:10,Josiah_1_1,Josiah_1,Josiah,1,34561,technically the grandfather
MAT 1:11__Josiah_1_1,MAT 1:11,Josiah_1_1,Josiah_1,Josiah,1,34562,
MAT 1:11__Jehoiachin_1_3,MAT 1:11,Jehoiachin_1_3,Jehoiachin_1,Jeconiah,1,34563,
MAT 1:12__Jehoiachin_1_3,MAT 1:12,Jehoiachin_1_3,Jehoiachin_1,Jeconiah,1,34564,
MAT 1:12__Shealtiel_1_1,MAT 1:12,Shealtiel_1_1,Shealtiel_1,Shealtiel,1,34565,
MAT 1:12__Zerubbabel_2_1,MAT 1:12,Zerubbabel_2_1,Zerubbabel_2,Zerubbabel,1,34566,
MAT 1:13__Zerubbabel_2_1,MAT 1:13,Zerubbabel_2_1,Zerubbabel_2,Zerubbabel,1,34567,
MAT 1:13__Abihud_2_1,MAT 1:13,Abihud_2_1,Abihud_2,Abihud,1,34568,
MAT 1:13__Eliakim_4_1,MAT 1:13,Eliakim_4_1,Eliakim_4,Eliakim,1,34569,
MAT 1:13__Azor_1_1,MAT 1:13,Azor_1_1,Azor_1,Azor,1,34570,
MAT 1:14__Azor_1_1,MAT 1:14,Azor_1_1,Azor_1,Azor,1,34571,
MAT 1:14__Zadok_7_1,MAT 1:14,Zadok_7_1,Zadok_7,Zadok,2,34572,
MAT 1:14__Achim_1_1,MAT 1:14,Achim_1_1,Achim_1,Achim,2,34573,
MAT 1:14__Eliud_1_1,MAT 1:14,Eliud_1_1,Eliud_1,Eliud,1,34574,
MAT 1:15__Eliud_1_1,MAT 1:15,Eliud_1_1,Eliud_1,Eliud,1,34575,
MAT 1:15__Eleazar_9_1,MAT 1:15,Eleazar_9_1,Eleazar_9,Eleazar,2,34576,
MAT 1:15__Matthan_1_1,MAT 1:15,Matthan_1_1,Matthan_1,Matthan,2,34577,
MAT 1:15__Jacob_2_1,MAT 1:15,Jacob_2_1,Jacob_2,Jacob,1,34578,
MAT 1:16__Jacob_2_1,MAT 1:16,Jacob_2_1,Jacob_2,Jacob,1,34579,
MAT 1:16__Joseph_6_1,MAT 1:16,Joseph_6_1,Joseph_6,Joseph,1,34580,
MAT 1:16__Mary_1_1,MAT 1:16,Mary_1_1,Mary_1,Mary,1,34581,
MAT 1:16__YHVH_1_123,MAT 1:16,YHVH_1_123,YHVH_1,Jesus,1,34582,
MAT 1:16__YHVH_1_124,MAT 1:16,YHVH_1_124,YHVH_1,The Messiah,1,34583,
MAT 1:17__Abram_1_2,MAT 1:17,Abram_1_2,Abram_1,Abraham,1,34584,
MAT 1:17__David_1_1,MAT 1:17,David_1_1,David_1,David,2,34585,
MAT 1:17__YHVH_1_124,MAT 1:17,YHVH_1_124,YHVH_1,The Messiah,1,34586,
MAT 1:18__YHVH_1_127,MAT 1:18,YHVH_1_127,YHVH_1,Jesus Christ,1,34587,
MAT 1:18__Mary_1_1,MAT 1:18,Mary_1_1,Mary_1,Mary,1,34588,
MAT 1:18__Joseph_6_1,MAT 1:18,Joseph_6_1,Joseph_6,Joseph,1,34589,
MAT 1:19__Joseph_6_1,MAT 1:19,Joseph_6_1,Joseph_6,Joseph,1,34590,
MAT 1:20__YHVH_1_11,MAT 1:20,YHVH_1_11,YHVH_1,Lord,1,34591,an angel of the Lord
MAT 1:20__Joseph_6_1,MAT 1:20,Joseph_6_1,Joseph_6,Joseph,1,34592,
MAT 1:20__Joseph_6_2,MAT 1:20,Joseph_6_2,Joseph_6,Son of David,1,34593,
MAT 1:20__Mary_1_1,MAT 1:20,Mary_1_1,Mary_1,Mary,1,34594,
MAT 1:21__YHVH_1_123,MAT 1:21,YHVH_1_123,YHVH_1,Jesus,1,34595,
MAT 1:22__YHVH_1_11,MAT 1:22,YHVH_1_11,YHVH_1,Lord,1,34596,
MAT 1:23__YHVH_1_128,MAT 1:23,YHVH_1_128,YHVH_1,Immanuel,1,34597,
MAT 1:23__YHVH_1_129,MAT 1:23,YHVH_1_129,YHVH_1,G-d With Us,1,34598,
MAT 1:24__Joseph_6_1,MAT 1:24,Joseph_6_1,Joseph_6,Joseph,1,34599,
MAT 1:24__YHVH_1_11,MAT 1:24,YHVH_1_11,YHVH_1,Lord,1,34600,angel of the Lord
MAT 1:24__Mary_1_1,MAT 1:24,Mary_1_1,Mary_1,Mary,1,34601,
MAT 1:25__YHVH_1_123,MAT 1:25,YHVH_1_123,YHVH_1,Jesus,1,34602,
MAT 2:1__YHVH_1_123,MAT 2:1,YHVH_1_123,YHVH_1,Jesus,1,34603,
MAT 2:1__Herod_1_1,MAT 2:1,Herod_1_1,Herod_1,Herod,1,34604,Herod the king
MAT 2:2__YHVH_1_130,MAT 2:2,YHVH_1_130,YHVH_1,King of the Jews,1,34605,
MAT 2:3__Herod_1_1,MAT 2:3,Herod_1_1,Herod_1,Herod,1,34606,Herod the king
MAT 2:4__YHVH_1_124,MAT 2:4,YHVH_1_124,YHVH_1,The Messiah,1,34607,
MAT 2:5__NA,MAT 2:5,NA,NA,NA,,34608,
MAT 2:6__NA,MAT 2:6,NA,NA,NA,,34609,Judah and Israel here are the region/nation rather than the individual
MAT 2:7__Herod_1_1,MAT 2:7,Herod_1_1,Herod_1,Herod,1,34610,
MAT 2:8__NA,MAT 2:8,NA,NA,NA,,34611,
MAT 2:9__NA,MAT 2:9,NA,NA,NA,,34612,
MAT 2:10__NA,MAT 2:10,NA,NA,NA,,34613,
MAT 2:11__Mary_1_1,MAT 2:11,Mary_1_1,Mary_1,Mary,1,34614,
MAT 2:12__Herod_1_1,MAT 2:12,Herod_1_1,Herod_1,Herod,1,34615,
MAT 2:13__YHVH_1_11,MAT 2:13,YHVH_1_11,YHVH_1,Lord,1,34616,an angel of the Lord
MAT 2:13__Joseph_6_1,MAT 2:13,Joseph_6_1,Joseph_6,Joseph,1,34617,
MAT 2:13__Herod_1_1,MAT 2:13,Herod_1_1,Herod_1,Herod,1,34618,
MAT 2:14__Joseph_6_1,MAT 2:14,Joseph_6_1,Joseph_6,Joseph,1,34619,
MAT 2:15__Herod_1_1,MAT 2:15,Herod_1_1,Herod_1,Herod,1,34620,
MAT 2:15__YHVH_1_11,MAT 2:15,YHVH_1_11,YHVH_1,Lord,1,34621,
MAT 2:15__YHVH_1_131,MAT 2:15,YHVH_1_131,YHVH_1,Son,1,34622,My Son
MAT 2:16__Herod_1_1,MAT 2:16,Herod_1_1,Herod_1,Herod,1,34623,
MAT 2:17__Jeremiah_6_1,MAT 2:17,Jeremiah_6_1,Jeremiah_6,Jeremiah,1,34624,Jeremiah the prophet
MAT 2:18__Rachel_1_1,MAT 2:18,Rachel_1_1,Rachel_1,Rachel,1,34625,
MAT 2:19__Herod_1_1,MAT 2:19,Herod_1_1,Herod_1,Herod,1,34626,
MAT 2:19__YHVH_1_11,MAT 2:19,YHVH_1_11,YHVH_1,Lord,1,34627,an angel of the Lord
MAT 2:19__Joseph_6_1,MAT 2:19,Joseph_6_1,Joseph_6,Joseph,1,34628,
MAT 2:20__NA,MAT 2:20,NA,NA,NA,,34629,
MAT 2:21__Joseph_6_1,MAT 2:21,Joseph_6_1,Joseph_6,Joseph,1,34630,
MAT 2:22__Archelaus_1_1,MAT 2:22,Archelaus_1_1,Archelaus_1,Archelaus,1,34631,
MAT 2:22__Herod_1_1,MAT 2:22,Herod_1_1,Herod_1,Herod,1,34632,
MAT 2:23__YHVH_1_132,MAT 2:23,YHVH_1_132,YHVH_1,Nazarene,1,34633,
MAT 3:1__John_1_2,MAT 3:1,John_1_2,John_1,John the Baptist,1,34634,
MAT 3:2__NA,MAT 3:2,NA,NA,NA,,34635,
MAT 3:3__Isaiah_1_1,MAT 3:3,Isaiah_1_1,Isaiah_1,Isaiah,1,34636,
MAT 3:3__YHVH_1_3,MAT 3:3,YHVH_1_3,YHVH_1,LORD,1,34637,
MAT 3:4__John_1_1,MAT 3:4,John_1_1,John_1,John,1,34638,
MAT 3:5__NA,MAT 3:5,NA,NA,NA,,34639,
MAT 3:6__NA,MAT 3:6,NA,NA,NA,,34640,
MAT 3:7__NA,MAT 3:7,NA,NA,NA,,34641,
MAT 3:8__NA,MAT 3:8,NA,NA,NA,,34642,
MAT 3:9__Abram_1_2,MAT 3:9,Abram_1_2,Abram_1,Abraham,2,34643,
MAT 3:9__YHVH_1_1,MAT 3:9,YHVH_1_1,YHVH_1,G-d,1,34644,
MAT 3:10__NA,MAT 3:10,NA,NA,NA,,34645,
MAT 3:11__NA,MAT 3:11,NA,NA,NA,,34646,
MAT 3:12__NA,MAT 3:12,NA,NA,NA,,34647,
MAT 3:13__YHVH_1_123,MAT 3:13,YHVH_1_123,YHVH_1,Jesus,1,34648,
MAT 3:13__John_1_1,MAT 3:13,John_1_1,John_1,John,1,34649,
MAT 3:14__John_1_1,MAT 3:14,John_1_1,John_1,John,1,34650,
MAT 3:15__YHVH_1_123,MAT 3:15,YHVH_1_123,YHVH_1,Jesus,1,34651,
MAT 3:16__YHVH_1_123,MAT 3:16,YHVH_1_123,YHVH_1,Jesus,1,34652,
MAT 3:17__YHVH_1_133,MAT 3:17,YHVH_1_133,YHVH_1,My beloved Son,1,34653,
MAT 4:1__YHVH_1_123,MAT 4:1,YHVH_1_123,YHVH_1,Jesus,1,34654,
MAT 4:1__Satan_1_2,MAT 4:1,Satan_1_2,Satan_1,the devil,1,34655,
MAT 4:2__NA,MAT 4:2,NA,NA,NA,,34656,
MAT 4:3__Satan_1_3,MAT 4:3,Satan_1_3,Satan_1,the tempter,1,34657,
MAT 4:3__YHVH_1_134,MAT 4:3,YHVH_1_134,YHVH_1,Son of G-d,1,34658,
MAT 4:4__YHVH_1_1,MAT 4:4,YHVH_1_1,YHVH_1,G-d,1,34659,The Modern Hebrew New Testament uses יהוה (G-d_1_3) here.
MAT 4:5__Satan_1_2,MAT 4:5,Satan_1_2,Satan_1,the devil,1,34660,
MAT 4:6__YHVH_1_134,MAT 4:6,YHVH_1_134,YHVH_1,Son of G-d,1,34661,
MAT 4:7__YHVH_1_123,MAT 4:7,YHVH_1_123,YHVH_1,Jesus,1,34662,
MAT 4:7__YHVH_1_135,MAT 4:7,YHVH_1_135,YHVH_1,LORD G-d,1,34663,the LORD your G-d
MAT 4:8__Satan_1_2,MAT 4:8,Satan_1_2,Satan_1,the devil,1,34664,
MAT 4:9__NA,MAT 4:9,NA,NA,NA,,34665,
MAT 4:10__YHVH_1_123,MAT 4:10,YHVH_1_123,YHVH_1,Jesus,1,34666,
MAT 4:10__Satan_1_4,MAT 4:10,Satan_1_4,Satan_1,Satan,1,34667,
MAT 4:10__YHVH_1_135,MAT 4:10,YHVH_1_135,YHVH_1,LORD G-d,1,34668,the LORD your G-d
MAT 4:11__Satan_1_2,MAT 4:11,Satan_1_2,Satan_1,the devil,1,34669,
MAT 4:12__YHVH_1_123,MAT 4:12,YHVH_1_123,YHVH_1,Jesus,1,34670,
MAT 4:12__John_1_1,MAT 4:12,John_1_1,John_1,John,1,34671,
MAT 4:13__NA,MAT 4:13,NA,NA,NA,,34672,Zebulun and Naphtali here are geographic regions rather than the individuals
MAT 4:14__NA,MAT 4:14,NA,NA,NA,,34673,
MAT 4:15__NA,MAT 4:15,NA,NA,NA,,34674,Zebulun and Naphtali here are geographic regions rather than the individuals
MAT 4:16__NA,MAT 4:16,NA,NA,NA,,34675,
MAT 4:17__YHVH_1_123,MAT 4:17,YHVH_1_123,YHVH_1,Jesus,1,34676,
MAT 4:18__YHVH_1_123,MAT 4:18,YHVH_1_123,YHVH_1,Jesus,1,34677,
MAT 4:18__Simon_1_1,MAT 4:18,Simon_1_1,Simon_1,Simon,1,34678,
MAT 4:18__Simon_1_2,MAT 4:18,Simon_1_2,Simon_1,Peter,1,34679,
MAT 4:18__Andrew_1_1,MAT 4:18,Andrew_1_1,Andrew_1,Andrew,1,34680,
MAT 4:19__NA,MAT 4:19,NA,NA,NA,,34681,
MAT 4:20__NA,MAT 4:20,NA,NA,NA,,34682,
MAT 4:21__James_1_1,MAT 4:21,James_1_1,James_1,James,1,34683,
MAT 4:21__Zebedee_1_1,MAT 4:21,Zebedee_1_1,Zebedee_1,Zebedee,2,34684,
MAT 4:21__John_2_1,MAT 4:21,John_2_1,John_2,John,1,34685,
MAT 4:22__NA,MAT 4:22,NA,NA,NA,,34686,
MAT 4:23__YHVH_1_123,MAT 4:23,YHVH_1_123,YHVH_1,Jesus,1,34687,
MAT 4:24__NA,MAT 4:24,NA,NA,NA,,34688,
MAT 4:25__NA,MAT 4:25,NA,NA,NA,,34689,
MAT 5:1__YHVH_1_123,MAT 5:1,YHVH_1_123,YHVH_1,Jesus,1,34690,
MAT 5:2__NA,MAT 5:2,NA,NA,NA,,34691,
MAT 5:3__NA,MAT 5:3,NA,NA,NA,,34692,
MAT 5:4__NA,MAT 5:4,NA,NA,NA,,34693,
MAT 5:5__NA,MAT 5:5,NA,NA,NA,,34694,
MAT 5:6__NA,MAT 5:6,NA,NA,NA,,34695,
MAT 5:7__NA,MAT 5:7,NA,NA,NA,,34696,
MAT 5:8__YHVH_1_1,MAT 5:8,YHVH_1_1,YHVH_1,G-d,1,34697,
MAT 5:9__YHVH_1_1,MAT 5:9,YHVH_1_1,YHVH_1,G-d,1,34698,sons of G-d
MAT 5:10__NA,MAT 5:10,NA,NA,NA,,34699,
MAT 5:11__NA,MAT 5:11,NA,NA,NA,,34700,
MAT 5:12__NA,MAT 5:12,NA,NA,NA,,34701,
MAT 5:13__NA,MAT 5:13,NA,NA,NA,,34702,
MAT 5:14__NA,MAT 5:14,NA,NA,NA,,34703,
MAT 5:15__NA,MAT 5:15,NA,NA,NA,,34704,
MAT 5:16__YHVH_2_1,MAT 5:16,YHVH_2_1,YHVH_2,Father in heaven,1,34705,your Father who is in heaven
MAT 5:17__NA,MAT 5:17,NA,NA,NA,,34706,
MAT 5:18__NA,MAT 5:18,NA,NA,NA,,34707,
MAT 5:19__NA,MAT 5:19,NA,NA,NA,,34708,
MAT 5:20__NA,MAT 5:20,NA,NA,NA,,34709,
MAT 5:21__NA,MAT 5:21,NA,NA,NA,,34710,
MAT 5:22__NA,MAT 5:22,NA,NA,NA,,34711,
MAT 5:23__NA,MAT 5:23,NA,NA,NA,,34712,
MAT 5:24__NA,MAT 5:24,NA,NA,NA,,34713,
MAT 5:25__NA,MAT 5:25,NA,NA,NA,,34714,
MAT 5:26__NA,MAT 5:26,NA,NA,NA,,34715,
MAT 5:27__NA,MAT 5:27,NA,NA,NA,,34716,
MAT 5:28__NA,MAT 5:28,NA,NA,NA,,34717,
MAT 5:29__NA,MAT 5:29,NA,NA,NA,,34718,
MAT 5:30__NA,MAT 5:30,NA,NA,NA,,34719,
MAT 5:31__NA,MAT 5:31,NA,NA,NA,,34720,
MAT 5:32__NA,MAT 5:32,NA,NA,NA,,34721,
MAT 5:33__YHVH_1_11,MAT 5:33,YHVH_1_11,YHVH_1,Lord,1,34722,
MAT 5:34__YHVH_1_1,MAT 5:34,YHVH_1_1,YHVH_1,G-d,1,34723,throne of G-d
MAT 5:35__YHVH_1_136,MAT 5:35,YHVH_1_136,YHVH_1,Great King,1,34724,the city of the Great King
MAT 5:36__NA,MAT 5:36,NA,NA,NA,,34725,
MAT 5:37__NA,MAT 5:37,NA,NA,NA,,34726,
MAT 5:38__NA,MAT 5:38,NA,NA,NA,,34727,
MAT 5:39__NA,MAT 5:39,NA,NA,NA,,34728,
MAT 5:40__NA,MAT 5:40,NA,NA,NA,,34729,
MAT 5:41__NA,MAT 5:41,NA,NA,NA,,34730,
MAT 5:42__NA,MAT 5:42,NA,NA,NA,,34731,
MAT 5:43__NA,MAT 5:43,NA,NA,NA,,34732,
MAT 5:44__NA,MAT 5:44,NA,NA,NA,,34733,
MAT 5:45__YHVH_2_1,MAT 5:45,YHVH_2_1,YHVH_2,Father in heaven,1,34734,your Father who is in heaven
MAT 5:46__NA,MAT 5:46,NA,NA,NA,,34735,
MAT 5:47__NA,MAT 5:47,NA,NA,NA,,34736,
MAT 5:48__YHVH_2_1,MAT 5:48,YHVH_2_1,YHVH_2,Father in heaven,1,34737,heavenly Father
MAT 6:1__YHVH_2_1,MAT 6:1,YHVH_2_1,YHVH_2,Father in heaven,1,34738,your Father who is in heaven
MAT 6:2__NA,MAT 6:2,NA,NA,NA,,34739,
MAT 6:3__NA,MAT 6:3,NA,NA,NA,,34740,
MAT 6:4__YHVH_2_2,MAT 6:4,YHVH_2_2,YHVH_2,Father,1,34741,
MAT 6:5__NA,MAT 6:5,NA,NA,NA,,34742,
MAT 6:6__YHVH_2_2,MAT 6:6,YHVH_2_2,YHVH_2,Father,1,34743,
MAT 6:7__NA,MAT 6:7,NA,NA,NA,,34744,
MAT 6:8__YHVH_2_2,MAT 6:8,YHVH_2_2,YHVH_2,Father,1,34745,
MAT 6:9__YHVH_2_2,MAT 6:9,YHVH_2_2,YHVH_2,Father,1,34746,
MAT 6:10__NA,MAT 6:10,NA,NA,NA,,34747,
MAT 6:11__NA,MAT 6:11,NA,NA,NA,,34748,
MAT 6:12__NA,MAT 6:12,NA,NA,NA,,34749,
MAT 6:13__NA,MAT 6:13,NA,NA,NA,,34750,
MAT 6:14__YHVH_2_1,MAT 6:14,YHVH_2_1,YHVH_2,Father in heaven,1,34751,heavenly Father
MAT 6:15__YHVH_2_2,MAT 6:15,YHVH_2_2,YHVH_2,Father,1,34752,
MAT 6:16__NA,MAT 6:16,NA,NA,NA,,34753,
MAT 6:17__NA,MAT 6:17,NA,NA,NA,,34754,
MAT 6:18__YHVH_2_2,MAT 6:18,YHVH_2_2,YHVH_2,Father,2,34755,
MAT 6:19__NA,MAT 6:19,NA,NA,NA,,34756,
MAT 6:20__NA,MAT 6:20,NA,NA,NA,,34757,
MAT 6:21__NA,MAT 6:21,NA,NA,NA,,34758,
MAT 6:22__NA,MAT 6:22,NA,NA,NA,,34759,
MAT 6:23__NA,MAT 6:23,NA,NA,NA,,34760,
MAT 6:24__YHVH_1_1,MAT 6:24,YHVH_1_1,YHVH_1,G-d,1,34761,
MAT 6:25__NA,MAT 6:25,NA,NA,NA,,34762,
MAT 6:26__YHVH_2_1,MAT 6:26,YHVH_2_1,YHVH_2,Father in heaven,1,34763,heavenly Father
MAT 6:27__NA,MAT 6:27,NA,NA,NA,,34764,
MAT 6:28__NA,MAT 6:28,NA,NA,NA,,34765,
MAT 6:29__Solomon_1_6,MAT 6:29,Solomon_1_6,Solomon_1,Solomon,1,34766,
MAT 6:30__YHVH_1_1,MAT 6:30,YHVH_1_1,YHVH_1,G-d,1,34767,
MAT 6:31__NA,MAT 6:31,NA,NA,NA,,34768,
MAT 6:32__YHVH_2_1,MAT 6:32,YHVH_2_1,YHVH_2,Father in heaven,1,34769,heavenly Father
MAT 6:33__NA,MAT 6:33,NA,NA,NA,,34770,
MAT 6:34__NA,MAT 6:34,NA,NA,NA,,34771,
MAT 7:1__NA,MAT 7:1,NA,NA,NA,,34772,
MAT 7:2__NA,MAT 7:2,NA,NA,NA,,34773,
MAT 7:3__NA,MAT 7:3,NA,NA,NA,,34774,
MAT 7:4__NA,MAT 7:4,NA,NA,NA,,34775,
MAT 7:5__NA,MAT 7:5,NA,NA,NA,,34776,
MAT 7:6__NA,MAT 7:6,NA,NA,NA,,34777,
MAT 7:7__NA,MAT 7:7,NA,NA,NA,,34778,
MAT 7:8__NA,MAT 7:8,NA,NA,NA,,34779,
MAT 7:9__NA,MAT 7:9,NA,NA,NA,,34780,
MAT 7:10__NA,MAT 7:10,NA,NA,NA,,34781,
MAT 7:11__YHVH_2_1,MAT 7:11,YHVH_2_1,YHVH_2,Father in heaven,1,34782,your Father who is in heaven
MAT 7:12__NA,MAT 7:12,NA,NA,NA,,34783,
MAT 7:13__NA,MAT 7:13,NA,NA,NA,,34784,
MAT 7:14__NA,MAT 7:14,NA,NA,NA,,34785,
MAT 7:15__NA,MAT 7:15,NA,NA,NA,,34786,
MAT 7:16__NA,MAT 7:16,NA,NA,NA,,34787,
MAT 7:17__NA,MAT 7:17,NA,NA,NA,,34788,
MAT 7:18__NA,MAT 7:18,NA,NA,NA,,34789,
MAT 7:19__NA,MAT 7:19,NA,NA,NA,,34790,
MAT 7:20__YHVH_2_2,MAT 7:20,YHVH_2_2,YHVH_2,Father,1,34791,My Father
MAT 7:21__YHVH_1_11,MAT 7:21,YHVH_1_11,YHVH_1,Lord,2,34792,
MAT 7:21__YHVH_2_1,MAT 7:21,YHVH_2_1,YHVH_2,Father in heaven,1,34793,My Father who is in heaven
MAT 7:22__YHVH_1_11,MAT 7:22,YHVH_1_11,YHVH_1,Lord,2,34794,
MAT 7:23__NA,MAT 7:23,NA,NA,NA,,34795,
MAT 7:24__NA,MAT 7:24,NA,NA,NA,,34796,
MAT 7:25__NA,MAT 7:25,NA,NA,NA,,34797,
MAT 7:26__NA,MAT 7:26,NA,NA,NA,,34798,
MAT 7:27__NA,MAT 7:27,NA,NA,NA,,34799,
MAT 7:28__YHVH_1_123,MAT 7:28,YHVH_1_123,YHVH_1,Jesus,1,34800,
MAT 7:29__NA,MAT 7:29,NA,NA,NA,,34801,
MAT 8:1__YHVH_1_123,MAT 8:1,YHVH_1_123,YHVH_1,Jesus,1,34802,
MAT 8:2__YHVH_1_11,MAT 8:2,YHVH_1_11,YHVH_1,Lord,1,34803,
MAT 8:3__YHVH_1_123,MAT 8:3,YHVH_1_123,YHVH_1,Jesus,1,34804,
MAT 8:4__YHVH_1_123,MAT 8:4,YHVH_1_123,YHVH_1,Jesus,1,34805,
MAT 8:4__Moses_1_1,MAT 8:4,Moses_1_1,Moses_1,Moses,1,34806,
MAT 8:5__YHVH_1_123,MAT 8:5,YHVH_1_123,YHVH_1,Jesus,1,34807,
MAT 8:6__YHVH_1_11,MAT 8:6,YHVH_1_11,YHVH_1,Lord,1,34808,
MAT 8:7__YHVH_1_123,MAT 8:7,YHVH_1_123,YHVH_1,Jesus,1,34809,
MAT 8:8__YHVH_1_11,MAT 8:8,YHVH_1_11,YHVH_1,Lord,1,34810,
MAT 8:9__NA,MAT 8:9,NA,NA,NA,,34811,
MAT 8:10__YHVH_1_123,MAT 8:10,YHVH_1_123,YHVH_1,Jesus,1,34812,
MAT 8:11__Abram_1_2,MAT 8:11,Abram_1_2,Abram_1,Abraham,1,34813,
MAT 8:11__Isaac_1_1,MAT 8:11,Isaac_1_1,Isaac_1,Isaac,1,34814,
MAT 8:11__Jacob_1_1,MAT 8:11,Jacob_1_1,Jacob_1,Jacob,1,34815,
MAT 8:12__NA,MAT 8:12,NA,NA,NA,,34816,
MAT 8:13__YHVH_1_123,MAT 8:13,YHVH_1_123,YHVH_1,Jesus,1,34817,
MAT 8:14__YHVH_1_123,MAT 8:14,YHVH_1_123,YHVH_1,Jesus,1,34818,
MAT 8:14__Simon_1_2,MAT 8:14,Simon_1_2,Simon_1,Peter,1,34819,
MAT 8:15__NA,MAT 8:15,NA,NA,NA,,34820,
MAT 8:16__NA,MAT 8:16,NA,NA,NA,,34821,
