person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
G-d_1_31,G-d_1,the Most High,עֶלְיוֹן,eləyon,(the) Most High,H5945,ὕψιστος,hýpsistos,"highest, most elevated",G5310,NUM 24:16,title,Y,,31,531
Zimri_1_1,Zimri_1,Zimri,זִמְרִי,ziməriy,"wild goats, sheep; [poss.] awe of Yahweh",H2174,Ζαμβρι,Zambri,,none,NUM 25:14,proper name,,,1,532
Salu_1_1,Salu_1,Salu,סָל֑וּא,salu,restored,H5543c,Σαλω,Salō,,none,NUM 25:14,proper name,,,1,533
Cozbi_1_1,Cozbi_1,Cozbi,כָּזְבִּ֣י,kazəbiy,deceitful; luxuriant,H3579,Χασβι,Xasbi,,none,NUM 25:15,proper name,,,1,534
Zur_1_1,Zur_1,Zur,צ֑וּר,tsur,rock,H6698,Σουρ,Sour,,none,NUM 25:15,proper name,,,1,535
Jemuel_1_2,Jemuel_1,Nemuel,נְמוּאֵל,nəmuel,,H5241,Ναμουηλ,Namouēl,,none,"NUM 26:12, 1CH 4:24",proper name,,Corruption in the Hebrew (since the Greek matches the corrupted י -> נ)? In GEN 46:10 and EXO 6:15 this is Jemuel. Nemuelites (NUM 26:12),2,536
Zohar_2_2,Zohar_2,Zerah,זֶרַח,zerach,"dawning, shining or flashing [red or scarlet] light",H2226,Ζαρα,Zara,,none,"NUM 26:13, 1CH 4:24",proper name,,Corruption in the Hebrew?  Transposition of זחר (Gen 46:10) to זרח (NUM 26:13)? The Greek follows NUM 26. Zerahites (NUM 26:13),2,537
Ziphion_1_2,Ziphion_1,Zephon,צָפוֹן,tsafon,"north, northern",H6827,Σαφων,Saphōn,,none,NUM 26:15,proper name,,Corruption in the Hebrew? NUM 26:24 in Rahlf's Septuaginta.  Zephonites (NUM 26:15),2,538
Ezbon_1_2,Ezbon_1,Ozni,אָזְנִי,azəniy,"my ear, my hearing",H244a,Αζενι,Azeni,,none,NUM 26:16,proper name,,Corruption in the Hebrew? NUM 26:25 in Rahlf's Septuaginta. Oznites (NUM 26:16),2,539
Puvvah_1_2,Puvvah_1,Puvah,פֻּוָּה,puvah,,H6312,Φουα,PHoua,,none,NUM 26:23,proper name,,"Variant English spelling (why did the Gen 26:13 transliteration have two ""v""s?)",2,540
Iob_1_2,Iob_1,Jashub,יָשׁוּב,yashuv,he returns,H3437,Ιασουβ,Iasoub,,none,NUM 26:24,proper name,,Full name of Iob from Gen 46:13? Jashubites (NUM 26:24) NUM 26:20 in Rahlf's Septuaginta.,2,541
Nemuel_1_1,Nemuel_1,Nemuel,נְמוּאֵל,nəmuel,,H5241,Ναμουηλ,Namouēl,,none,NUM 26:9,proper name,,,1,542
Gilead_1_1,Gilead_1,Gilead,גִּלְעָ֑ד,giləad,[perhaps] monument of stones,H1568,Γαλααδ,Galaad,,none,NUM 26:29,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:33. Gileadites (NUM 26:30),1,543
Iezer_1_1,Iezer_1,Iezer,אִיעֶ֕זֶר,iyezer,my [father] is help,H372,Αχιεζερ,Axiezer,,none,NUM 26:30,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:34. Iezerites (NUM 26:30),1,544
Helek_1_1,Helek_1,Helek,חֵלֶק,cheleq,"portion, lot",H2507a,Χελεγ,Xeleg,,none,NUM 26:30,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:34. Helekites (NUM 26:30),1,545
Asriel_1_1,Asriel_1,Asriel,אַשְׂרִיאֵל,asəriyel,G-d has filled with joy or [the object of] joy is G-d,H844,Εσριηλ,Esriēl,,none,NUM 26:31,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:35.  Asrielites (NUM 26:31),1,546
Shechem_2_1,Shechem_2,Shechem,שְׁכֶם,shəkhem,shoulders [and upper part of the back]; [poss.] shoulder [saddle of a hill],H7928,Συχεμ,Syxem,,none,NUM 26:31,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:35.  Shechemites (NUM 26:31),1,547
Shemida_1_1,Shemida_1,Shemida,שְׁמִידָע,shəmiyda,[poss.] the name knows; [poss.] Eshmun has known,H8061,Συμαερ,Symaer,,none,NUM 26:32,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:36.  Shemidaites (NUM 26:32),1,548
Hepher_1_1,Hepher_1,Hepher,חֵפֶר,hefer,[perhaps] help,H2660a,Οφερ,Opher,,none,NUM 26:32,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:36.  Hepherites (NUM 26:32),1,549
Zelophehad_1_1,Zelophehad_1,Zelophehad,צְלָפְחָד,tsəlafəchad,"shadow of dread, terror i.e., protection from terror or dread",H6765,Σαλπααδ,Salpaad,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,550
Mahlah_1_1,Mahlah_1,Mahlah,מַחְלָה,machəlah,[perhaps] weak one,H4244,Μαλα,Mala,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,551
Noah_2_1,Noah_2,Noah,נֹעָה,noah,"rest, comfort",H5270,Νουα,Noua,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,552
Hoglah_1_1,Hoglah_1,Hoglah,חָגְלָ֥ה,chagəlah,partridge,H2295,Εγλα,Egla,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,553
Milcah_2_1,Milcah_2,Milcah,מִלְכָּ֖ה,miləkah,queen,H4435,Μελχα,Melxa,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,554
Tirzah_1_1,Tirzah_1,Tirzah,תִּרְצָה,tirətsah,pleasant one or compensation,H8656,Θερσα,THersa,,none,NUM 26:33,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:37.,1,555
Shuthelah_1_1,Shuthelah_1,Shuthelah,שׁוּתֶלַח,shutelach,,H7803,Σουταλα,Soutala,,none,NUM 26:35,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:39.  Shuthelahites (NUM 26:35),1,556
Becher_2_1,Becher_2,Becher,בֶּכֶר,bekher,young male camel,H1071,[none],,,,NUM 26:35,proper name,,Becherites (NUM 26:35). This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,557
Tahan_1_1,Tahan_1,Tahan,תַּחַן,tachan,"[poss.] grace, favor",H8465,Ταναχ,Tanax,,none,NUM 26:35,proper name,,Possible transposition of letters in Greek vs Hebrew.  The Rahlfs Septuaginta equivalent verse is NUM 26:39.  Tahanites (NUM 26:35),1,558
Eran_1_1,Eran_1,Eran,עֵרָן,eran,"watcher, watchful",H6197,Εδεν,Eden,,none,NUM 26:36,proper name,,Greek contains scribal error mistaking ד (d) for ר (r) in the Hebrew.  The Rahlfs Septuaginta equivalent verse is NUM 26:40.  Eranites (NUM 26:36),1,559
Ehi_1_2,Ehi_1,Ahiram,אֲחִירָם,ahiyram,[my] brother is exalted,H297,Ιαχιραν,Iaxiran,,none,NUM 26:38,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:42.  Ahiramites (NUM 26:38),2,560
Muppim_1_2,Muppim_1,Shephupham,שְׁפוּפָם,shəfufam,[perhaps] serpent,H8197a,Σωφαν,Sōphan,,none,NUM 26:39,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:43.  Shuphamites (NUM 26:39),2,561
Huppim_1_2,Huppim_1,Hupham,חוּפָם,hufam,,H2349,[none],,,,NUM 26:39,proper name,,Huphamites (NUM 26:39). This name is not present in the equivalent passage in Rahlfs' Septuaginta.,2,562
Hushim_1_2,Hushim_1,Shuham,שׁוּחָם,shucham,,H7748,Σαμι,Sami,,none,NUM 26:42,proper name,,The Rahlfs Septuaginta equivalent verse is NUM 26:46.  Shuhamites (NUM 26:42),2,563
Evi_1_1,Evi_1,Evi,אֱוִ֤י,evi,desire,H189,Ευιν,Euin,,none,NUM 31:8,proper name,,a king of Midian,1,564
Rekem_1_1,Rekem_1,Rekem,רֶקֶם,reqem,"weaver, embroider",H7552,Ροκομ,Rokom,,none,NUM 31:8,proper name,,a king of Midian,1,565
Zur_2_1,Zur_2,Zur,צ֤וּר,tsur,rock,H6698,Σουρ,Sour,,none,NUM 31:8,proper name,,a king of Midian,1,566
Hur_2_1,Hur_2,Hur,חוּר֙,hur,[perhaps] child,H2354,Ουρ,Our,,none,NUM 31:8,proper name,,a king of Midian,1,567
Reba_1_1,Reba_1,Reba,רֶ֔בַע,reba,,H7254,Ροβοκ,Robok,,none,NUM 31:8,proper name,,a king of Midian,1,568
Jair_1_1,Jair_1,Jair,יָאִ֣יר,yaiyr,he gives light,H2971,Ιαϊρ,Iaïr,,none,NUM 32:41,proper name,,,1,569
Nobah_1_1,Nobah_1,Nobah,נֹבַח,novah,barking,H5025,Ναβαυ,Nabau,,none,NUM 32:42,proper name,,,1,570
Samuel_1_1,Samuel_1,Samuel,שְׁמוּאֵ֖ל,shəmuel,his name is G-d [El]; heard of G-d; the unnamed god is El,H8050,Σαλαμιηλ,Salamiēl,,none,NUM 34:20,proper name,,,1,571
Ammihud_2_1,Ammihud_2,Ammihud,עַמִּיהֽוּד,amiyhud,[my] people have majesty,H5989,Εμιουδ,Emioud,,none,NUM 34:20,proper name,,,1,572
Elidad_1_1,Elidad_1,Elidad,אֱלִידָ֖ד,eliydad,G-d [El] is [my] beloved,H449,Ελδαδ,Eldad,,none,NUM 34:21,proper name,,,1,573
Chislon_1_1,Chislon_1,Chislon,כִּסְלֽוֹן,khisəlon,slow; strength,H3692,Χασλων,Xaslōn,,none,NUM 34:21,proper name,,,1,574
Bukki_1_1,Bukki_1,Bukki,בֻּקִּ֖י,buqi,proved of Yahweh; mouth [gurgle sounds] of Yahweh,H1231,Βακχιρ,Bakxir,,none,NUM 34:22,proper name,,,1,575
Jogli_1_1,Jogli_1,Jogli,יָגְלִֽי,yagəliy,[perhaps] may G-d reveal,H3020,Εγλι,Egli,,none,NUM 34:22,proper name,,,1,576
Hanniel_1_1,Hanniel_1,Hanniel,חַנִּיאֵ֖ל,haniyel,favored of G-d [El],H2592,Ανιηλ,Aniēl,,none,NUM 34:23,proper name,,,1,577
Ephod_1_1,Ephod_1,Ephod,אֵפֹֽד,efod,ephod,H641,Ουφι,Ouphi,,none,NUM 34:23,proper name,,,1,578
Kemuel_2_1,Kemuel_2,Kemuel,קְמוּאֵ֖ל,qəmuel,G-d’s [El’s] mound,H7055,Καμουηλ,Kamouēl,,none,NUM 34:24,proper name,,,1,579
Shiphtan_1_1,Shiphtan_1,Shiphtan,שִׁפְטָֽן,shifətan,he has judged,H8204,Σαβαθα,Sabatha,,none,NUM 34:24,proper name,,,1,580
Elizaphan_1_1,Elizaphan_1,Elizaphan,אֱלִיצָפָ֖ן,eliytsafan,G-d [El] is [my] hiding place,H469,Ελισαφαν,Elisaphan,,none,NUM 34:25,proper name,,,1,581
Parnach_1_1,Parnach_1,Parnach,פַּרְנָֽךְ,parənakh,,H6535,Φαρναχ,PHarnax,,none,NUM 34:25,proper name,,,1,582
Paltiel_1_1,Paltiel_1,Paltiel,פַּלְטִיאֵ֖ל,palətiyel,G-d [El] is [my] deliverance,H6409,Φαλτιηλ,PHaltiēl,,none,NUM 34:26,proper name,,,1,583
Azzan_1_1,Azzan_1,Azzan,עַזָּֽן,Azan,strong,H5821,Οζα,Oza,,none,NUM 34:26,proper name,,,1,584
Ahihud_1_1,Ahihud_1,Ahihud,אֲחִיה֖וּד,achiyhud,[my] brother has majesty,H282,Αχιωρ,Axiōr,,none,NUM 34:27,proper name,,Greek contains scribal error mistaking ד (d) for ר (r) in the Hebrew.,1,585
Shelomi_1_1,Shelomi_1,Shelomi,שְׁלֹמִֽי,shəlomiy,at peace,H8015,Σελεμι,Selemi,,none,NUM 34:27,proper name,,,1,586
Pedahel_1_1,Pedahel_1,Pedahel,פְּדַהְאֵ֖ל,pədahəel,G-d [El] ransoms,H6300,Φαδαηλ,PHadaēl,,none,NUM 34:28,proper name,,,1,587
Ammihud_3_1,Ammihud_3,Ammihud,עַמִּיהֽוּד,amiyhud,[my] people have majesty,H5989,Βεναμιουδ,Benamioud,,none,NUM 34:28,proper name,,,1,588
Sihon_1_3,Sihon_1,King of Heshbon,מֶֽלֶךְ־חֶשְׁבּ֧וֹן,melekh cheshəbəon,king of Heshbon,"H4428, H2809",βασιλέα Εσεβων,basiléa Esebōn,king [of] Heshbon,"G935, none",DEU 2:24,title,,,3,589
G-d_1_32,G-d_1,The Living G-d,אֱלֹהִים חַיִּים,elohiym chayiym,god [who is] living,"H430, H2416",θεοῦ ζῶντος,theoû zō̂ntos,god living,"G2316, G2198",DEU 5:26,title,Y,,32,590
G-d_1_33,G-d_1,G-d of gods,אֱלֹהֵי הָֽאֱלהִים,elohey haelohiym,god of gods,"H430, H430",θεὸς τῶν θεῶν,theòs tō̂n theō̂n,god of gods,"G2316, G2316",DEU 10:17,title,Y,,33,591
G-d_1_34,G-d_1,Lord of lords,אֲדֹנֵי הָאֲדֹנִ֑י,adoney haadonay,lord of lords,"H113, H113","κύριος τῶν κυρίων,",kýrios tō̂n kyríōn,lord of lord,"G2962, G2962",DEU 10:17,title,Y,,34,592
G-d_1_35,G-d_1,The Rock,הַצּוּר,hatsur,the rock,H6697,[none],,,,DEU 32:4,title,Y,,35,593
G-d_1_36,G-d_1,Father,אָבִ֣יךָ,aviykha,[your] father,H1,πατήρ,patḗr,father,G3962,DEU 32:6,title,Y,,36,594
Jacob_1_3,Jacob_1,Jesherun,יְשֻׁרוּן,yəshurun,upright,H3484,Ιακωβ,Iakōb,Jacob,G2384,DEU 32:15,proper name,,,3,595
Moses_1_3,Moses_1,man of G-d,אִישׁ הָאֱלֹהִים,iysh haelohiym,man [of] G-d,"H376, H430",ἄνθρωπος τοῦ θεοῦ,ánthrōpos toû theoû,man of G-d,"G444, G3588, G2316",DEU 33:1,title,,,3,596
Moses_1_4,Moses_1,the servant of the LORD,עֶבֶד־יְהוָה,eved Y-H-V-H,servant of the LORD,"H5650, H3068",οἰκέτης κυρίου,oi̓kétēs kuríou,servant [of the] lord,"G3610, G2962",DEU 34:5,title,,,4,597
Rahab_1_1,Rahab_1,Rahab,רָחָ֖ב,rachav,"spacious, broad",H7343,Ρααβ,Raab,,none,JOS 2:1,proper name,,,1,598
King of Jericho_1_1,King of Jericho_1,King of Jericho,מֶ֣לֶךְ יְרִיח֔וֹ,melech yəriycho,king of Jericho,"H4428, H3405",βασιλεῖ Ιεριχω,basileî Ierixō,king of Jericho,"G935, G2410",JOS 2:3,title,,,1,599
G-d_1_37,G-d_1,Lord of all the earth,אֲדוֹן כָּל־הָאָרֶץ,adon kal haarets,lord of the land,"H113, H3605, H776",κυρίου πάσης τῆς γῆς,kyríou pásēs tē̂s gē̂s,king (of) all the land,"G2962, G3956, G3588, G1093",JOS 3:11,title,Y,"this label is only used 6 times in Scripture (JOS 3:11, 3:13; MIC 4:13; ZEC 4:14, 6:5; PSA 97:5)",37,600
the captain of the host of the LORD_1_1,the captain of the host of the LORD_1,the captain of the host of the LORD,שַׂר־צְבָא־יְהוָה,sar tsəva Y-H-V-H,prince [of the] army [of the] LORD,"H8269, H6633, H3068",ἀρχιστράτηγος δυνάμεως κυρίου,arxistrátēgos dynámeōs kyríou,general (of the military) force (of the) lord,"none, G1411, G2962",JOS 5:14,title,Y,this label is only used in JOS 5:14-15,1,601
Achan_1_1,Achan_1,Achan,עָכָ֣ן,akhan,troubler,H5912,Αχαρ,Axar,,none,JOS 7:1,proper name,,,1,602
Carmi_2_1,Carmi_2,Carmi,כַּרְמִי֩,karəmiy,[poss.] [fruitful] vine,H3756,Χαρμι,Xarmi,,none,JOS 7:1,proper name,,,1,603
Zabdi_1_1,Zabdi_1,Zabdi,זַבְדִּ֨י,zavədiy,Yahweh bestows,H2067,Ζαμβρι,Zambri,,none,JOS 7:1,proper name,,Greek contains scribal error mistaking ד (d) for ר (r) in the Hebrew.,1,604
King of Ai_1_1,King of Ai_1,King of Ai,מֶ֤לֶךְ הָעַי֙,meleq ha ai,king of the Ai,"H4428, H5857",βασιλέα Γαι,basiléa Gai,king of Ai,"G935, none",JOS 8:1,title,,,1,605
Adoni-zedek_1_1,Adoni-zedek_1,Adoni-zedek,אֲדֹֽנִי־צֶ֜דֶק,adoniy-tsedeq,[my] lord is righteousness,H0139,Αδωνιβεζεκ,Adōnibezek,,none,JOS 10:1,proper name,,,1,606
Adoni-zedek_1_2,Adoni-zedek_1,King of Jerusalem,מֶ֣לֶךְ יְרוּשָׁלִַ֗ם,meleq yərushalayim,king of Jerusalem,"H4428, H3389",βασιλεὺς Ιερουσαλημ,basileùs Ierousalēm,king of Jerusalem,"G935, G2419",JOS 10:1,title,,,2,607
Hoham_1_1,Hoham_1,Hoham,הוֹהָ֣ם,hoham,,H1944,Αιλαμ,Ailam,,none,JOS 10:3,proper name,,,1,608
Hoham_1_2,Hoham_1,King of Hebron,מֶֽלֶךְ־חֶ֠בְרוֹן,meleq hevəron,king of Hebron,"H4428, H2275",βασιλέα Χεβρων,basiléa Xebrōn,king of Hebron,"G935, none",JOS 10:3,title,,,2,609
Piram_1_1,Piram_1,Piram,פִּרְאָ֨ם,pirəam,[poss.] wild donkey; indomitable; [poss.] zebra,H6502,Φιδων,PHidōn,,none,JOS 10:3,proper name,,,1,610
Piram_1_2,Piram_1,King of Jarmuth,מֶֽלֶךְ־יַרְמ֜וּת,meleq yarəmut,king of Jarmuth,"H4428, H3412",βασιλέα Ιεριμουθ,basiléa Ierimouth,king of Jarmuth,"G935, none",JOS 10:3,title,,,2,611
Japhia_1_1,Japhia_1,Japhia,יָפִ֧יעַ,yafiya,[perhaps] may the deity shine,H3309,Ιεφθα,Iephtha,,none,JOS 10:3,proper name,,,1,612
Japhia_1_2,Japhia_1,King of Lachish,מֶֽלֶךְ־לָכִ֛ישׁ,meleq lakhiysh,king of Lachish,"H4428, H3923",βασιλέα Λαχις,basiléa Laxis,king of Lachish,"G935, none",JOS 10:3,title,,,2,613
Debir_1_1,Debir_1,Debir,דְּבִ֥יר,dəbiyr,back room [of a shrine temple for oracle pronouncement],H1688,Δαβιρ,Dabir,,none,JOS 10:3,proper name,,,1,614
Debir_1_2,Debir_1,King of Eglon,מֶֽלֶךְ־עֶגְל֖וֹן,meleq egəlon,king of Eglon,"H4428, H5700",βασιλέα Οδολλαμ,basiléa Odollam,king of Eglon,"G935, none",JOS 10:3,title,,,2,615
Jashar_1_1,Jashar_1,Jashar,יָשָׁר,yashar,,H3477,[none],,,,JOS 10:13,proper name,,,1,616
King of Makkedah_1_1,King of Makkedah_1,King of Makkedah,מֶ֣לֶךְ מַקֵּדָ֔ה,meleq maqedah,king of Makkedah,"H4428, H4719",βασιλεῖ Μακηδα,basileî Makēda,king of Makkedah,"G935, none",JOS 10:28,title,,,1,617
Horam_1_1,Horam_1,Horam,הֹרָם,horam,height,H2036,Αιλαμ,Ailam,,none,JOS 10:33,proper name,,,1,618
Horam_1_2,Horam_1,King of Gezer,מֶ֣לֶךְ גֶּ֔זֶר,meleq gezer,king of Gezer,"H4428, H1507",βασιλεὺς Γαζερ,basileùs Gazer,king of Gezer,"G935, none",JOS 10:33,title,,,2,619
Jabin_1_1,Jabin_1,Jabin,יָבִין,yavin,perceptive,H2985,Ιαβιν,Iabin,,none,JOS 11:1,proper name,,,1,620
Jabin_1_2,Jabin_1,King of Hazor,מֶֽלֶךְ־חָצ֑וֹר,meleq chatsor,king of Hazor,"H4428, H2674",βασιλεὺς Ασωρ,basileùs Asōr,king of Hazor,"G935, none",JOS 11:1,title,,,2,621
Jobab_3_1,Jobab_3,Jobab,יוֹבָב,yovav,howl,H3103,Ιωβαβ,Iōbab,,none,JOS 11:1,proper name,,,1,622
Jobab_3_2,Jobab_3,King of Madon,מֶ֣לֶךְ מָד֔וֹן,meleq madon,king of Madon,"H4428, H4068",βασιλέα Μαρρων,basiléa Marrōn,king of Madon,"G935, none",JOS 11:1,title,,,2,623
King of Shimron_1_1,King of Shimron_1,King of Shimron,מֶ֥לֶךְ שִׁמְר֖וֹן,meleq shiməron,king of Shimron,"H4428, H8110",βασιλέα Συμοων,basiléa Symoōn,king of Shimron,"G935, none",JOS 11:1,title,,,1,624
King of Achshaph_1_1,King of Achshaph_1,King of Achshaph,מֶ֥לֶךְ אַכְשָֽׁף,meleq akhəshaf,king of Achshaph,"H4428, H407",βασιλέα Αζιφ,basiléa Aziph,king of Achshaph,"G935, none",JOS 11:1,title,,,1,625
King of Debir_1_1,King of Debir_1,King of Debir,מֶ֤לֶךְ דְּבִר,meleq dəbir,king of Debir,"H4428, H1688",βασιλέα Δαβιρ,basiléa Dabir,king of Debir,"G935, none",JOS 12:13,title,,,1,626
King of Geder_1_1,King of Geder_1,King of Geder,מֶ֥לֶךְ גֶּ֖דֶר,meleq geder,king of Geder,"H4428, H1445",βασιλέα Γαδερ,basiléa Gader,king of Geder,"G935, none",JOS 12:13,title,,,1,627
King of Hormah_1_1,King of Hormah_1,King of Hormah,מֶ֤לֶךְ חָרְמָה,meleq harəmach,king of Hormah,"H4428, H2767",βασιλέα Ερμαθ,basiléa Ermath,king of Hormah,"G935, none",JOS 12:14,title,,,1,628
King of Arad_2_1,King of Arad_2,King of Arad,מֶ֥לֶךְ עֲרָ֖ד,meleq arad,king of Arad,"H4428, H6166",βασιλέα Αραθ,basiléa Arath,king of Arad,"G935, none",JOS 12:14,title,,,1,629
King of Libnah_1_1,King of Libnah_1,King of Libnah,מֶ֤לֶךְ לִבְנָה֙,meleq libənah,king of Libnah,"H4428, H3841",βασιλέα Λεβνα,basiléa Lebna,king of Libnah,"G935, none",JOS 12:15,title,,,1,630
King of Adullam_1_1,King of Adullam_1,King of Adullam,מֶ֥לֶךְ עֲדֻלָּ֖ם,meleq adulam,king of Adullam,"H4428, H5725",βασιλέα Οδολλαμ,basiléa Odollam,king of Adullam,"G935, none",JOS 12:15,title,,,1,631
King of Bethel_1_1,King of Bethel_1,King of Bethel,מֶ֥לֶךְ בֵּֽית־אֵ֖ל,meleq beit el,king of Bethel,"H4428, H1008",[none],,,,JOS 12:16,title,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,632
King of Tappuah_1_1,King of Tappuah_1,King of Tappuah,מֶ֤לֶךְ תַּפּ֙וּחַ֙,meleq tapuah,king of Tappuah,"H4428, H8599",βασιλέα Ταφουγ,basiléa Taphoug,king of Tappuah,"G935, none",JOS 12:17,title,,,1,633
King of Hepher_1_1,King of Hepher_1,King of Hepher,מֶ֥לֶךְ חֵ֖פֶר,meleq chefer,king of Hepher,"H4428, H2660b",βασιλέα Οφερ,basiléa Opher,king of Hepher,"G935, none",JOS 12:17,title,,,1,634
King of Aphek_1_1,King of Aphek_1,King of Aphek,מֶ֤לֶךְ אֲפֵק֙,meleq afeq,king of Aphek,"H4428, H0663",ασιλέα Αφεκ τῆς Σαρων,"asiléa Aphek tē̂s Sarōn,",king of Aphek the Sharon,"G935, none",JOS 12:18,title,,Possible scribal compression of Aphek and Lasharon into a single name in the Greek?,1,635
King of Lasharon_1_1,King of Lasharon_1,King of Lasharon,לֶךְ לַשָּׁר֖וֹן,meleq lasharon,king of Lasharon,"H4428, H8289",[none],,,,JOS 12:18,title,,Possible scribal compression of Aphek and Lasharon into a single name in the Greek?,1,636
King of Shimron-meron_1_1,King of Shimron-meron_1,King of Shimron-meron,מֶלֶךְ שִׁמְרוֹן מְראוֹן,meleq shiməron məron,king of Shimron-meron,"H4428, H8112","βασιλέα Συμοων, βασιλέα Μαρρων","basiléa Symoōn, basiléa Marrōn","king of Shimron, king of Meron","G935, none, G935, none",JOS 12:20,title,,,1,637
King of Taanach_1_1,King of Taanach_1,King of Taanach,מֶ֤לֶךְ תַּעְנַךְ֙,meleq taanakh,king of Taanach,"H4428, H8590",βασιλέα Ταναχ,basiléa Tanax,king of Taanach,"G935, none",JOS 12:21,title,,,1,638
King of Megiddo_1_1,King of Megiddo_1,King of Megiddo,מֶ֥לֶךְ מְגִדּ֖וֹ,meleq məgido,king of Megiddo,"H4428, H4023b",βασιλέα Μαγεδων,basiléa Magedōn,king of Megiddo,"G935, none",JOS 12:21,title,,The Rahlfs Septuaginta equivalent verse is Josh 12:22,1,639
King of Kedesh_1_1,King of Kedesh_1,King of Kedesh,מֶ֤לֶךְ קֶ֙דֶשׁ֙,meleq qedesh,king of Kedesh,"H4428, H6943",βασιλέα Καδης,basiléa Kadēs,king of Kedesh,"G935, none",JOS 12:22,title,,The Rahlfs Septuaginta equivalent verse is Josh 12:21,1,640
King of Jokneam_1_1,King of Jokneam_1,King of Jokneam,מֶֽלֶךְ־יָקְנֳעָ֥ם,meleq yaqənaam,king of Jokneam,"H4428, H3362",βασιλέα Ιεκοναμ,basiléa Iekonam,king of Jokneam,"G935, none",JOS 12:22,title,,,1,641
King of Dor_1_1,King of Dor_1,King of Dor,מֶ֥לֶךְ דּ֛וֹר,meleq dor,king of Dor,"H4428, H1756",βασιλέα Δωρ,basiléa Dōr,king of Dor,"G935, none",JOS 12:23,title,,,1,642
King of Goiim in Gilgal_1_1,King of Goiim in Gilgal_1,King of Goiim in Gilgal,מֶֽלֶךְ־גּוֹיִ֥ם לְגִלְגָּ֖ל,meleq goyim ləgiləgal,king of Goiim in Gilgal,"H4428, H1471, H1537","βασιλέα Γωιμ τῆς Γαλιλαίας,",basiléa Gōim tē̂s Galilaías,king of Goiim in Galilee,"G935, none, G1056",JOS 12:23,title,,,1,643
King of Tirzah_1_1,King of Tirzah_1,King of Tirzah,מֶ֥לֶךְ תִּרְצָ֖ה,meleq tirətsah,king of Tirzah,"H4428, H8656",βασιλέα Θαρσα,basiléa Tharsa,king of Tirzah,"G935, none",JOS 12:24,title,,,1,644
Arba_1_1,Arba_1,Arba,אַרְבַּ֛ע,arba,,H704,Αρβοκ,Arbok,,none,JOS 14:15,proper name,,,1,645
Bohan_1_1,Bohan_1,Bohan,בֹּ֖הַן,bohan,"thumb, big toe",H932,Βαιων,Baiōn,,none,JOS 15:6,proper name,,,1,646
Achsah_1_1,Achsah_1,Achsah,עַכְסָה,achəsah,decorative anklet,H5915,Αχσαν,Axsan,,none,JOS 15:16,proper name,,,1,647
Othniel_1_1,Othniel_1,Othniel,עָתְנִיאֵ֥ל,atəniuel,,H6274,Γοθονιηλ,Gothoniēl,,none,JOS 15:17,proper name,,,1,648
Kenaz_2_1,Kenaz_2,Kenaz,קְנַ֖ז,qənaz,hunting,H7073,Κενεζ,Kenez,,none,JOS 15:17,proper name,,,1,649
Iezer_1_2,Iezer_1,Abiezer,אֲבִיעֶ֜זֶר,abiyezer,[my] father is help,H44,Ιεζερ,Iezer,,none,JOS 17:2,proper name,,,2,650
G-d_1_38,G-d_1,Mighty One,אֵל,el,mighty one,H410,δυνάστου,dynástou,"a potentate, sovereign; prince, a person of rank and authority",G1413,JOS 22:22,title,Y,,38,651
Adoni-bezek_1_1,Adoni-bezek_1,Adoni-bezek,אֲדֹנִ֥י בֶ֙זֶק֙,adoniy-bezeq,lord of Bezek,H137,Αδωνιβεζεκ,Adōnibezek,,none,JDG 1:5,proper name,,,1,652
Reuel_2_4,Reuel_2,the Kenite,הַקֵּינִ֔י,haqeyniy,the Kenite,H7017,Καιναῖον,Kainaîon,,none,JDG 1:16,title,,,4,653
